2023-06-11 15:46:39 | INFO | fairseq.trainer | begin training epoch 1
2023-06-11 16:07:09 | INFO | train_inner | epoch 001:   1405 / 11284 loss=8.01, nll_loss=6.883, ppl=118.03, wps=68598.3, ups=1.15, wpb=59667.6, bsz=2245.7, num_updates=1400, lr=0.000140086, gnorm=1.064, loss_scale=8, train_wall=83, gb_free=39.5, wall=1250
2023-06-11 16:08:36 | INFO | train_inner | epoch 001:   1505 / 11284 loss=7.849, nll_loss=6.697, ppl=103.78, wps=68423.9, ups=1.15, wpb=59440.6, bsz=2227, num_updates=1500, lr=0.000150085, gnorm=1.109, loss_scale=8, train_wall=83, gb_free=39.5, wall=1337
2023-06-11 16:10:02 | INFO | train_inner | epoch 001:   1605 / 11284 loss=7.695, nll_loss=6.519, ppl=91.68, wps=69595.4, ups=1.17, wpb=59697.3, bsz=2226.3, num_updates=1600, lr=0.000160084, gnorm=1.049, loss_scale=8, train_wall=82, gb_free=39.6, wall=1423
2023-06-11 16:11:29 | INFO | train_inner | epoch 001:   1705 / 11284 loss=7.522, nll_loss=6.318, ppl=79.77, wps=68062.9, ups=1.15, wpb=59393.1, bsz=2269, num_updates=1700, lr=0.000170083, gnorm=1.032, loss_scale=8, train_wall=83, gb_free=39.6, wall=1510
2023-06-11 16:12:57 | INFO | train_inner | epoch 001:   1805 / 11284 loss=7.356, nll_loss=6.126, ppl=69.82, wps=68107.7, ups=1.15, wpb=59386.9, bsz=2301.2, num_updates=1800, lr=0.000180082, gnorm=1.008, loss_scale=8, train_wall=83, gb_free=39.6, wall=1597
2023-06-11 16:14:23 | INFO | train_inner | epoch 001:   1905 / 11284 loss=7.213, nll_loss=5.959, ppl=62.22, wps=69273.7, ups=1.16, wpb=59717.9, bsz=2255.6, num_updates=1900, lr=0.000190081, gnorm=1.049, loss_scale=8, train_wall=82, gb_free=39.5, wall=1683
2023-06-11 16:15:48 | INFO | train_inner | epoch 001:   2005 / 11284 loss=7.055, nll_loss=5.777, ppl=54.84, wps=70051.7, ups=1.18, wpb=59461.6, bsz=2141.8, num_updates=2000, lr=0.00020008, gnorm=0.958, loss_scale=8, train_wall=81, gb_free=39.6, wall=1768
2023-06-11 16:17:13 | INFO | train_inner | epoch 001:   2105 / 11284 loss=6.915, nll_loss=5.615, ppl=49.02, wps=70327.5, ups=1.18, wpb=59711, bsz=2264.2, num_updates=2100, lr=0.000210079, gnorm=1.019, loss_scale=16, train_wall=81, gb_free=39.6, wall=1853
2023-06-11 16:18:38 | INFO | train_inner | epoch 001:   2205 / 11284 loss=6.779, nll_loss=5.458, ppl=43.95, wps=69863.2, ups=1.17, wpb=59482.8, bsz=2230.9, num_updates=2200, lr=0.000220078, gnorm=0.983, loss_scale=16, train_wall=81, gb_free=39.4, wall=1938
2023-06-11 16:20:03 | INFO | train_inner | epoch 001:   2305 / 11284 loss=6.657, nll_loss=5.316, ppl=39.83, wps=69903, ups=1.18, wpb=59294.9, bsz=2227.3, num_updates=2300, lr=0.000230077, gnorm=0.966, loss_scale=16, train_wall=81, gb_free=39.5, wall=2023
2023-06-11 16:21:28 | INFO | train_inner | epoch 001:   2405 / 11284 loss=6.554, nll_loss=5.198, ppl=36.7, wps=69798.6, ups=1.18, wpb=59377.6, bsz=2258.3, num_updates=2400, lr=0.000240076, gnorm=0.972, loss_scale=16, train_wall=81, gb_free=39.6, wall=2108
2023-06-11 16:22:53 | INFO | train_inner | epoch 001:   2505 / 11284 loss=6.438, nll_loss=5.063, ppl=33.43, wps=69533.4, ups=1.17, wpb=59411.9, bsz=2132.5, num_updates=2500, lr=0.000250075, gnorm=0.929, loss_scale=16, train_wall=82, gb_free=39.5, wall=2194
2023-06-11 16:24:18 | INFO | train_inner | epoch 001:   2605 / 11284 loss=6.32, nll_loss=4.927, ppl=30.42, wps=69946.1, ups=1.18, wpb=59444.9, bsz=2188.7, num_updates=2600, lr=0.000260074, gnorm=0.914, loss_scale=16, train_wall=81, gb_free=39.4, wall=2279
2023-06-11 16:25:44 | INFO | train_inner | epoch 001:   2705 / 11284 loss=6.16, nll_loss=4.743, ppl=26.77, wps=69215.3, ups=1.16, wpb=59479.5, bsz=2286.4, num_updates=2700, lr=0.000270073, gnorm=0.854, loss_scale=16, train_wall=82, gb_free=39.6, wall=2365
2023-06-11 16:27:10 | INFO | train_inner | epoch 001:   2805 / 11284 loss=6.063, nll_loss=4.631, ppl=24.77, wps=68839.5, ups=1.16, wpb=59440.5, bsz=2267.9, num_updates=2800, lr=0.000280072, gnorm=0.85, loss_scale=16, train_wall=82, gb_free=39.6, wall=2451
2023-06-11 16:28:37 | INFO | train_inner | epoch 001:   2905 / 11284 loss=5.94, nll_loss=4.49, ppl=22.47, wps=68911.6, ups=1.16, wpb=59429.8, bsz=2134.3, num_updates=2900, lr=0.000290071, gnorm=0.817, loss_scale=16, train_wall=82, gb_free=39.6, wall=2537
2023-06-11 16:30:00 | INFO | train_inner | epoch 001:   3005 / 11284 loss=5.782, nll_loss=4.308, ppl=19.8, wps=71771.2, ups=1.2, wpb=59695.6, bsz=2192.8, num_updates=3000, lr=0.00030007, gnorm=0.829, loss_scale=16, train_wall=79, gb_free=39.6, wall=2620
2023-06-11 16:31:21 | INFO | train_inner | epoch 001:   3105 / 11284 loss=5.69, nll_loss=4.203, ppl=18.41, wps=72787.3, ups=1.22, wpb=59498.1, bsz=2195.8, num_updates=3100, lr=0.000310069, gnorm=0.727, loss_scale=32, train_wall=78, gb_free=39.6, wall=2702
2023-06-11 16:31:22 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 16.0
2023-06-11 16:32:44 | INFO | train_inner | epoch 001:   3206 / 11284 loss=5.579, nll_loss=4.075, ppl=16.86, wps=71667.5, ups=1.21, wpb=59421.9, bsz=2205.4, num_updates=3200, lr=0.000320068, gnorm=0.722, loss_scale=16, train_wall=79, gb_free=39.6, wall=2785
2023-06-11 16:34:07 | INFO | train_inner | epoch 001:   3306 / 11284 loss=5.513, nll_loss=3.999, ppl=15.99, wps=71658.9, ups=1.21, wpb=59412.2, bsz=2125.8, num_updates=3300, lr=0.000330067, gnorm=0.759, loss_scale=16, train_wall=79, gb_free=39.5, wall=2868
2023-06-11 16:35:30 | INFO | train_inner | epoch 001:   3406 / 11284 loss=5.402, nll_loss=3.873, ppl=14.66, wps=71396.1, ups=1.2, wpb=59399.8, bsz=2227.4, num_updates=3400, lr=0.000340066, gnorm=0.682, loss_scale=16, train_wall=79, gb_free=39.6, wall=2951
2023-06-11 16:36:53 | INFO | train_inner | epoch 001:   3506 / 11284 loss=5.315, nll_loss=3.775, ppl=13.69, wps=72645.1, ups=1.22, wpb=59712.6, bsz=2159.3, num_updates=3500, lr=0.000350065, gnorm=0.676, loss_scale=16, train_wall=78, gb_free=39.6, wall=3033
2023-06-11 16:38:16 | INFO | train_inner | epoch 001:   3606 / 11284 loss=5.226, nll_loss=3.674, ppl=12.76, wps=71610.2, ups=1.2, wpb=59452.7, bsz=2266.1, num_updates=3600, lr=0.000360064, gnorm=0.638, loss_scale=16, train_wall=79, gb_free=39.3, wall=3116
2023-06-11 16:38:24 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 16:39:40 | INFO | train_inner | epoch 001:   3707 / 11284 loss=5.171, nll_loss=3.612, ppl=12.23, wps=70837.2, ups=1.19, wpb=59495.3, bsz=2227.2, num_updates=3700, lr=0.000370063, gnorm=0.629, loss_scale=8, train_wall=80, gb_free=39.6, wall=3200
2023-06-11 16:41:02 | INFO | train_inner | epoch 001:   3807 / 11284 loss=5.109, nll_loss=3.543, ppl=11.65, wps=72338.6, ups=1.22, wpb=59469.1, bsz=2327.7, num_updates=3800, lr=0.000380062, gnorm=0.592, loss_scale=8, train_wall=78, gb_free=39.5, wall=3282
2023-06-11 16:42:24 | INFO | train_inner | epoch 001:   3907 / 11284 loss=5.046, nll_loss=3.471, ppl=11.09, wps=72705.2, ups=1.22, wpb=59573.9, bsz=2133.5, num_updates=3900, lr=0.000390061, gnorm=0.606, loss_scale=8, train_wall=78, gb_free=39.5, wall=3364
2023-06-11 16:43:46 | INFO | train_inner | epoch 001:   4007 / 11284 loss=4.984, nll_loss=3.402, ppl=10.57, wps=72712.9, ups=1.22, wpb=59622.9, bsz=2161.7, num_updates=4000, lr=0.00040006, gnorm=0.574, loss_scale=8, train_wall=78, gb_free=39.6, wall=3446
2023-06-11 16:45:09 | INFO | train_inner | epoch 001:   4107 / 11284 loss=4.928, nll_loss=3.339, ppl=10.12, wps=71874.9, ups=1.21, wpb=59542.1, bsz=2197, num_updates=4100, lr=0.000410059, gnorm=0.577, loss_scale=8, train_wall=79, gb_free=39.6, wall=3529
2023-06-11 16:46:32 | INFO | train_inner | epoch 001:   4207 / 11284 loss=4.897, nll_loss=3.305, ppl=9.89, wps=71319.6, ups=1.2, wpb=59561.1, bsz=2238.6, num_updates=4200, lr=0.000420058, gnorm=0.535, loss_scale=8, train_wall=80, gb_free=39.5, wall=3613
2023-06-11 16:47:57 | INFO | train_inner | epoch 001:   4307 / 11284 loss=4.856, nll_loss=3.259, ppl=9.57, wps=69874.8, ups=1.17, wpb=59584.3, bsz=2321.8, num_updates=4300, lr=0.000430057, gnorm=0.537, loss_scale=8, train_wall=81, gb_free=39.6, wall=3698
2023-06-11 16:49:22 | INFO | train_inner | epoch 001:   4407 / 11284 loss=4.797, nll_loss=3.194, ppl=9.15, wps=70585.2, ups=1.19, wpb=59560.2, bsz=2179, num_updates=4400, lr=0.000440056, gnorm=0.526, loss_scale=8, train_wall=80, gb_free=39.5, wall=3782
2023-06-11 16:50:46 | INFO | train_inner | epoch 001:   4507 / 11284 loss=4.773, nll_loss=3.167, ppl=8.98, wps=70764.3, ups=1.19, wpb=59510.2, bsz=2257.3, num_updates=4500, lr=0.000450055, gnorm=0.523, loss_scale=8, train_wall=80, gb_free=39.6, wall=3867
2023-06-11 16:52:11 | INFO | train_inner | epoch 001:   4607 / 11284 loss=4.734, nll_loss=3.125, ppl=8.72, wps=70381.7, ups=1.18, wpb=59752.9, bsz=2255.8, num_updates=4600, lr=0.000460054, gnorm=0.514, loss_scale=8, train_wall=81, gb_free=39.6, wall=3951
2023-06-11 16:53:33 | INFO | train_inner | epoch 001:   4707 / 11284 loss=4.697, nll_loss=3.084, ppl=8.48, wps=72249.2, ups=1.22, wpb=59455.7, bsz=2173.5, num_updates=4700, lr=0.000470053, gnorm=0.487, loss_scale=16, train_wall=78, gb_free=39.5, wall=4034
2023-06-11 16:54:56 | INFO | train_inner | epoch 001:   4807 / 11284 loss=4.661, nll_loss=3.045, ppl=8.25, wps=71979.1, ups=1.21, wpb=59525.8, bsz=2129.5, num_updates=4800, lr=0.000480052, gnorm=0.485, loss_scale=16, train_wall=79, gb_free=39.6, wall=4116
2023-06-11 16:56:18 | INFO | train_inner | epoch 001:   4907 / 11284 loss=4.646, nll_loss=3.029, ppl=8.16, wps=72544.3, ups=1.22, wpb=59658.7, bsz=2259.1, num_updates=4900, lr=0.000490051, gnorm=0.495, loss_scale=16, train_wall=78, gb_free=39.6, wall=4199
2023-06-11 16:56:47 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 16:57:42 | INFO | train_inner | epoch 001:   5008 / 11284 loss=4.611, nll_loss=2.99, ppl=7.94, wps=70823.5, ups=1.19, wpb=59350.7, bsz=2186.1, num_updates=5000, lr=0.00050005, gnorm=0.475, loss_scale=8, train_wall=80, gb_free=39.6, wall=4282
2023-06-11 16:59:05 | INFO | train_inner | epoch 001:   5108 / 11284 loss=4.597, nll_loss=2.975, ppl=7.86, wps=71279.9, ups=1.2, wpb=59398.2, bsz=2269.8, num_updates=5100, lr=0.000510049, gnorm=0.47, loss_scale=8, train_wall=79, gb_free=39.5, wall=4366
2023-06-11 17:00:28 | INFO | train_inner | epoch 001:   5208 / 11284 loss=4.579, nll_loss=2.956, ppl=7.76, wps=71900.4, ups=1.21, wpb=59519.1, bsz=2268.3, num_updates=5200, lr=0.000520048, gnorm=0.48, loss_scale=8, train_wall=79, gb_free=39.5, wall=4449
2023-06-11 17:01:51 | INFO | train_inner | epoch 001:   5308 / 11284 loss=4.538, nll_loss=2.91, ppl=7.52, wps=71700.8, ups=1.21, wpb=59488.9, bsz=2325.1, num_updates=5300, lr=0.000530047, gnorm=0.473, loss_scale=8, train_wall=78, gb_free=39.6, wall=4532
2023-06-11 17:03:14 | INFO | train_inner | epoch 001:   5408 / 11284 loss=4.524, nll_loss=2.896, ppl=7.44, wps=72036.4, ups=1.2, wpb=59798.9, bsz=2355.2, num_updates=5400, lr=0.000540046, gnorm=0.449, loss_scale=8, train_wall=79, gb_free=39.6, wall=4615
2023-06-11 17:04:37 | INFO | train_inner | epoch 001:   5508 / 11284 loss=4.51, nll_loss=2.88, ppl=7.36, wps=71252.9, ups=1.2, wpb=59444.1, bsz=2265.3, num_updates=5500, lr=0.000550045, gnorm=0.47, loss_scale=8, train_wall=79, gb_free=39.6, wall=4698
2023-06-11 17:06:00 | INFO | train_inner | epoch 001:   5608 / 11284 loss=4.476, nll_loss=2.843, ppl=7.18, wps=71874.8, ups=1.21, wpb=59588.3, bsz=2179.8, num_updates=5600, lr=0.000560044, gnorm=0.452, loss_scale=8, train_wall=79, gb_free=39.6, wall=4781
2023-06-11 17:07:24 | INFO | train_inner | epoch 001:   5708 / 11284 loss=4.448, nll_loss=2.812, ppl=7.02, wps=71433.3, ups=1.2, wpb=59604.2, bsz=2317.9, num_updates=5700, lr=0.000570043, gnorm=0.452, loss_scale=8, train_wall=79, gb_free=39.6, wall=4864
2023-06-11 17:08:47 | INFO | train_inner | epoch 001:   5808 / 11284 loss=4.447, nll_loss=2.812, ppl=7.02, wps=71740.7, ups=1.2, wpb=59612.6, bsz=2257.7, num_updates=5800, lr=0.000580042, gnorm=0.446, loss_scale=8, train_wall=79, gb_free=39.6, wall=4947
2023-06-11 17:10:10 | INFO | train_inner | epoch 001:   5908 / 11284 loss=4.415, nll_loss=2.777, ppl=6.85, wps=71549.7, ups=1.2, wpb=59624, bsz=2253.2, num_updates=5900, lr=0.000590041, gnorm=0.431, loss_scale=8, train_wall=79, gb_free=39.6, wall=5031
2023-06-11 17:11:21 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 17:11:34 | INFO | train_inner | epoch 001:   6009 / 11284 loss=4.432, nll_loss=2.797, ppl=6.95, wps=70968.3, ups=1.2, wpb=59256.5, bsz=2234.1, num_updates=6000, lr=0.00060004, gnorm=0.44, loss_scale=8, train_wall=80, gb_free=39.6, wall=5114
2023-06-11 17:12:57 | INFO | train_inner | epoch 001:   6109 / 11284 loss=4.387, nll_loss=2.747, ppl=6.71, wps=71575, ups=1.2, wpb=59470.4, bsz=2250.9, num_updates=6100, lr=0.000610039, gnorm=0.43, loss_scale=8, train_wall=79, gb_free=39.6, wall=5197
2023-06-11 17:14:20 | INFO | train_inner | epoch 001:   6209 / 11284 loss=4.382, nll_loss=2.743, ppl=6.69, wps=71717, ups=1.2, wpb=59585.6, bsz=2182.1, num_updates=6200, lr=0.000620038, gnorm=0.425, loss_scale=8, train_wall=79, gb_free=39.6, wall=5280
2023-06-11 17:15:44 | INFO | train_inner | epoch 001:   6309 / 11284 loss=4.384, nll_loss=2.745, ppl=6.7, wps=70979.6, ups=1.2, wpb=59364.2, bsz=2290.2, num_updates=6300, lr=0.000630037, gnorm=0.424, loss_scale=8, train_wall=79, gb_free=39.6, wall=5364
2023-06-11 17:17:05 | INFO | train_inner | epoch 001:   6409 / 11284 loss=4.349, nll_loss=2.707, ppl=6.53, wps=72386.1, ups=1.22, wpb=59286.6, bsz=2211, num_updates=6400, lr=0.000640036, gnorm=0.44, loss_scale=8, train_wall=78, gb_free=39.6, wall=5446
2023-06-11 17:18:28 | INFO | train_inner | epoch 001:   6509 / 11284 loss=4.34, nll_loss=2.697, ppl=6.48, wps=72427.4, ups=1.21, wpb=59615.7, bsz=2194.4, num_updates=6500, lr=0.000650035, gnorm=0.413, loss_scale=8, train_wall=78, gb_free=39.6, wall=5528
2023-06-11 17:19:51 | INFO | train_inner | epoch 001:   6609 / 11284 loss=4.325, nll_loss=2.68, ppl=6.41, wps=71679.2, ups=1.2, wpb=59601.5, bsz=2225.1, num_updates=6600, lr=0.000660034, gnorm=0.435, loss_scale=8, train_wall=79, gb_free=39.5, wall=5611
2023-06-11 17:21:14 | INFO | train_inner | epoch 001:   6709 / 11284 loss=4.318, nll_loss=2.673, ppl=6.38, wps=71468.3, ups=1.2, wpb=59434.7, bsz=2319.5, num_updates=6700, lr=0.000670033, gnorm=0.419, loss_scale=8, train_wall=79, gb_free=39.6, wall=5695
2023-06-11 17:22:38 | INFO | train_inner | epoch 001:   6809 / 11284 loss=4.313, nll_loss=2.668, ppl=6.36, wps=71446.5, ups=1.2, wpb=59720.7, bsz=2244.4, num_updates=6800, lr=0.000680032, gnorm=0.438, loss_scale=8, train_wall=80, gb_free=39.6, wall=5778
2023-06-11 17:24:01 | INFO | train_inner | epoch 001:   6909 / 11284 loss=4.297, nll_loss=2.65, ppl=6.28, wps=71497.6, ups=1.2, wpb=59357.3, bsz=2263.7, num_updates=6900, lr=0.000690031, gnorm=0.448, loss_scale=8, train_wall=79, gb_free=39.6, wall=5861
2023-06-11 17:25:24 | INFO | train_inner | epoch 001:   7009 / 11284 loss=4.281, nll_loss=2.633, ppl=6.2, wps=71221.1, ups=1.2, wpb=59340.6, bsz=2284.7, num_updates=7000, lr=0.00070003, gnorm=0.416, loss_scale=8, train_wall=79, gb_free=39.6, wall=5945
2023-06-11 17:26:48 | INFO | train_inner | epoch 001:   7109 / 11284 loss=4.264, nll_loss=2.614, ppl=6.12, wps=71518.3, ups=1.2, wpb=59747.7, bsz=2268.1, num_updates=7100, lr=0.000710029, gnorm=0.417, loss_scale=16, train_wall=80, gb_free=39.4, wall=6028
2023-06-11 17:28:11 | INFO | train_inner | epoch 001:   7209 / 11284 loss=4.264, nll_loss=2.616, ppl=6.13, wps=71776.4, ups=1.2, wpb=59678.2, bsz=2140.2, num_updates=7200, lr=0.000720028, gnorm=0.418, loss_scale=16, train_wall=79, gb_free=39.5, wall=6111
2023-06-11 17:28:36 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 17:29:36 | INFO | train_inner | epoch 001:   7310 / 11284 loss=4.267, nll_loss=2.619, ppl=6.14, wps=69816.2, ups=1.17, wpb=59513.8, bsz=2275.5, num_updates=7300, lr=0.000730027, gnorm=0.435, loss_scale=8, train_wall=81, gb_free=39.6, wall=6196
2023-06-11 17:30:59 | INFO | train_inner | epoch 001:   7410 / 11284 loss=4.266, nll_loss=2.619, ppl=6.14, wps=71202, ups=1.2, wpb=59493.4, bsz=2224.1, num_updates=7400, lr=0.000740026, gnorm=0.418, loss_scale=8, train_wall=80, gb_free=39.6, wall=6280
2023-06-11 17:32:24 | INFO | train_inner | epoch 001:   7510 / 11284 loss=4.255, nll_loss=2.606, ppl=6.09, wps=70642.5, ups=1.19, wpb=59368.9, bsz=2166.2, num_updates=7500, lr=0.000750025, gnorm=0.43, loss_scale=8, train_wall=80, gb_free=39.6, wall=6364
2023-06-11 17:33:46 | INFO | train_inner | epoch 001:   7610 / 11284 loss=4.229, nll_loss=2.578, ppl=5.97, wps=72618.4, ups=1.22, wpb=59550.6, bsz=2116.7, num_updates=7600, lr=0.000760024, gnorm=0.426, loss_scale=8, train_wall=78, gb_free=39.6, wall=6446
2023-06-11 17:35:08 | INFO | train_inner | epoch 001:   7710 / 11284 loss=4.223, nll_loss=2.572, ppl=5.95, wps=72122.8, ups=1.21, wpb=59688.6, bsz=2180.8, num_updates=7700, lr=0.000770023, gnorm=0.432, loss_scale=8, train_wall=79, gb_free=39.6, wall=6529
2023-06-11 17:36:31 | INFO | train_inner | epoch 001:   7810 / 11284 loss=4.215, nll_loss=2.563, ppl=5.91, wps=72377.4, ups=1.21, wpb=59591, bsz=2284.3, num_updates=7800, lr=0.000780022, gnorm=0.416, loss_scale=8, train_wall=78, gb_free=39.6, wall=6611
2023-06-11 17:37:52 | INFO | train_inner | epoch 001:   7910 / 11284 loss=4.221, nll_loss=2.57, ppl=5.94, wps=72626.3, ups=1.23, wpb=59197.6, bsz=2143.3, num_updates=7900, lr=0.000790021, gnorm=0.446, loss_scale=8, train_wall=77, gb_free=39.6, wall=6693
2023-06-11 17:39:15 | INFO | train_inner | epoch 001:   8010 / 11284 loss=4.213, nll_loss=2.561, ppl=5.9, wps=72202.8, ups=1.21, wpb=59486.5, bsz=2191.8, num_updates=8000, lr=0.00080002, gnorm=0.438, loss_scale=8, train_wall=79, gb_free=39.6, wall=6775
2023-06-11 17:40:37 | INFO | train_inner | epoch 001:   8110 / 11284 loss=4.216, nll_loss=2.565, ppl=5.92, wps=71688.3, ups=1.21, wpb=59444.7, bsz=2202.1, num_updates=8100, lr=0.000810019, gnorm=0.424, loss_scale=8, train_wall=79, gb_free=39.6, wall=6858
2023-06-11 17:42:01 | INFO | train_inner | epoch 001:   8210 / 11284 loss=4.191, nll_loss=2.537, ppl=5.8, wps=71461.1, ups=1.2, wpb=59494.1, bsz=2177.4, num_updates=8200, lr=0.000820018, gnorm=0.446, loss_scale=8, train_wall=79, gb_free=39.6, wall=6941
2023-06-11 17:43:24 | INFO | train_inner | epoch 001:   8310 / 11284 loss=4.206, nll_loss=2.555, ppl=5.87, wps=71913.5, ups=1.21, wpb=59583.9, bsz=2225.6, num_updates=8300, lr=0.000830017, gnorm=0.429, loss_scale=16, train_wall=79, gb_free=39.5, wall=7024
2023-06-11 17:44:47 | INFO | train_inner | epoch 001:   8410 / 11284 loss=4.198, nll_loss=2.546, ppl=5.84, wps=71529.2, ups=1.2, wpb=59637.2, bsz=2203.6, num_updates=8400, lr=0.000840016, gnorm=0.419, loss_scale=16, train_wall=79, gb_free=39.6, wall=7108
2023-06-11 17:46:09 | INFO | train_inner | epoch 001:   8510 / 11284 loss=4.203, nll_loss=2.552, ppl=5.87, wps=72017.5, ups=1.21, wpb=59394.1, bsz=2174.7, num_updates=8500, lr=0.000850015, gnorm=0.452, loss_scale=16, train_wall=78, gb_free=39.5, wall=7190
2023-06-11 17:46:19 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 17:47:33 | INFO | train_inner | epoch 001:   8611 / 11284 loss=4.177, nll_loss=2.522, ppl=5.75, wps=71119.3, ups=1.2, wpb=59450.8, bsz=2215.1, num_updates=8600, lr=0.000860014, gnorm=0.428, loss_scale=8, train_wall=79, gb_free=39.6, wall=7274
2023-06-11 17:48:56 | INFO | train_inner | epoch 001:   8711 / 11284 loss=4.177, nll_loss=2.523, ppl=5.75, wps=71917.6, ups=1.21, wpb=59660.8, bsz=2218.5, num_updates=8700, lr=0.000870013, gnorm=0.433, loss_scale=8, train_wall=79, gb_free=39.6, wall=7357
